soil_moisture,temperature,soil_humidity,Time,air_temp,wind_speed,air_humidity,wind_gust,pressure_kpa,ph,rainfall,nitrogen,phosphorus,potassium,Status,needs_water,status_label,client_id,timestamp,hour,dayofyear,sowing_date,current_date,days_after_sowing,growth_stage
88,16,42,35,27.5,12.03,58.85,26.97,101.28,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000035,0.0,1.0,2024-01-01,2091-05-02,24593,harvest
22,41,21,0,27.56,12.89,58.28,27.27,101.29,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000000,0.0,1.0,2024-01-01,2091-05-03,24594,harvest
63,19,57,103,27.82,12.04,57.45,44.4,101.3,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000103,0.0,1.0,2024-01-01,2091-05-04,24595,harvest
65,13,36,64,28.07,11.19,56.62,61.54,101.31,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000064,0.0,1.0,2024-01-01,2091-05-05,24596,harvest
79,31,22,0,28.36,11.39,55.57,63.2,101.31,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000000,0.0,1.0,2024-01-01,2091-05-06,24597,harvest
48,5,54,54,28.65,11.59,54.52,64.86,101.31,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000054,0.0,1.0,2024-01-01,2091-05-07,24598,harvest
22,42,20,26,28.76,12.38,54.16,64.01,101.32,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000026,0.0,1.0,2024-01-01,2091-05-08,24599,harvest
9,34,42,28,28.87,13.16,53.8,63.16,101.32,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000028,0.0,1.0,2024-01-01,2091-05-09,24600,harvest
29,10,29,61,28.88,13.42,53.88,66.88,101.32,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000061,0.0,1.0,2024-01-01,2091-05-10,24601,harvest
47,35,68,65,28.9,13.68,53.95,70.59,101.33,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000065,0.0,1.0,2024-01-01,2091-05-11,24602,harvest
44,12,38,59,29.32,13.22,52.63,70.59,101.33,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000059,0.0,1.0,2024-01-01,2091-05-12,24603,harvest
3,37,61,82,29.75,12.75,51.31,70.59,101.33,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000082,0.0,1.0,2024-01-01,2091-05-13,24604,harvest
70,6,59,9,29.96,12.58,50.49,66.88,101.33,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000009,0.0,1.0,2024-01-01,2091-05-14,24605,harvest
38,15,53,58,30.17,12.41,49.67,63.16,101.33,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000058,0.0,1.0,2024-01-01,2091-05-15,24606,harvest
53,17,53,79,30.24,12.88,48.93,72.96,101.34,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000079,0.0,1.0,2024-01-01,2091-05-16,24607,harvest
89,30,45,27,30.31,13.36,48.19,82.76,101.34,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000027,0.0,1.0,2024-01-01,2091-05-17,24608,harvest
74,32,32,64,30.62,12.98,47.65,82.76,101.34,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000064,0.0,1.0,2024-01-01,2091-05-18,24609,harvest
35,4,53,0,30.92,12.61,47.11,82.76,101.33,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000000,0.0,1.0,2024-01-01,2091-05-19,24610,harvest
13,17,68,70,31.13,13.08,46.63,81.38,101.33,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000070,0.0,1.0,2024-01-01,2091-05-20,24611,harvest
76,37,41,15,31.34,13.54,46.15,80.0,101.33,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000015,0.0,1.0,2024-01-01,2091-05-21,24612,harvest
87,24,56,103,31.46,13.1,45.86,80.0,101.33,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000103,0.0,1.0,2024-01-01,2091-05-22,24613,harvest
46,20,33,16,31.59,12.67,45.58,80.0,101.33,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000016,0.0,1.0,2024-01-01,2091-05-23,24614,harvest
61,5,24,100,31.56,13.93,45.88,84.44,101.34,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000100,0.0,1.0,2024-01-01,2091-05-24,24615,harvest
67,30,29,20,31.52,15.19,46.19,88.89,101.34,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000020,0.0,1.0,2024-01-01,2091-05-25,24616,harvest
58,24,53,105,31.47,16.68,45.98,92.44,101.34,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000105,0.0,1.0,2024-01-01,2091-05-26,24617,harvest
57,32,58,25,31.42,18.16,45.78,96.0,101.33,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000025,0.0,1.0,2024-01-01,2091-05-27,24618,harvest
77,29,44,22,31.26,16.86,46.1,102.54,101.32,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000022,0.0,1.0,2024-01-01,2091-05-28,24619,harvest
72,22,55,69,31.11,15.56,46.41,109.09,101.31,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000069,0.0,1.0,2024-01-01,2091-05-29,24620,harvest
25,39,31,7,31.26,15.18,45.7,100.7,101.31,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000007,0.0,1.0,2024-01-01,2091-05-30,24621,harvest
35,28,30,45,31.42,14.79,45.0,92.31,101.31,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000045,0.0,1.0,2024-01-01,2091-05-31,24622,harvest
47,42,62,65,31.3,16.87,45.16,106.16,101.3,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000065,0.0,1.0,2024-01-01,2091-06-01,24623,harvest
66,30,58,62,31.19,18.94,45.33,120.0,101.28,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000062,0.0,1.0,2024-01-01,2091-06-02,24624,harvest
28,19,30,0,31.5,17.17,44.84,106.16,101.28,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000000,0.0,1.0,2024-01-01,2091-06-03,24625,harvest
27,1,52,92,31.8,15.4,44.34,92.31,101.28,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000092,0.0,1.0,2024-01-01,2091-06-04,24626,harvest
19,2,42,27,31.7,16.15,44.26,96.16,101.28,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000027,0.0,1.0,2024-01-01,2091-06-05,24627,harvest
25,24,54,46,31.59,16.9,44.17,100.0,101.27,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000046,0.0,1.0,2024-01-01,2091-06-06,24628,harvest
10,5,42,65,31.5,17.42,43.88,98.0,101.27,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000065,0.0,1.0,2024-01-01,2091-06-07,24629,harvest
12,26,35,5,31.41,17.93,43.58,96.0,101.27,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000005,0.0,1.0,2024-01-01,2091-06-08,24630,harvest
80,13,30,59,31.45,16.76,43.64,90.85,101.26,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000059,0.0,1.0,2024-01-01,2091-06-09,24631,harvest
78,24,35,99,31.49,15.6,43.69,85.71,101.26,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000099,0.0,1.0,2024-01-01,2091-06-10,24632,harvest
75,0,37,109,31.67,15.22,43.36,92.85,101.25,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000109,0.0,1.0,2024-01-01,2091-06-11,24633,harvest
67,39,58,100,31.86,14.85,43.03,100.0,101.24,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000100,0.0,1.0,2024-01-01,2091-06-12,24634,harvest
26,42,68,84,31.88,19.74,42.94,102.18,101.24,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000084,0.0,1.0,2024-01-01,2091-06-13,24635,harvest
64,11,20,86,31.91,24.63,42.85,104.35,101.25,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000086,0.0,1.0,2024-01-01,2091-06-14,24636,harvest
33,37,60,66,31.48,25.36,44.12,109.32,101.24,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000066,0.0,1.0,2024-01-01,2091-06-15,24637,harvest
69,35,53,99,31.05,26.1,45.39,114.29,101.24,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000099,0.0,1.0,2024-01-01,2091-06-16,24638,harvest
70,21,65,23,30.79,26.11,45.86,109.32,101.23,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000023,0.0,1.0,2024-01-01,2091-06-17,24639,harvest
82,38,39,98,30.53,26.12,46.34,104.35,101.22,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000098,0.0,1.0,2024-01-01,2091-06-18,24640,harvest
17,25,66,9,30.92,23.56,44.68,109.32,101.22,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000009,0.0,1.0,2024-01-01,2091-06-19,24641,harvest
14,21,68,48,31.3,20.99,43.03,114.29,101.22,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000048,0.0,1.0,2024-01-01,2091-06-20,24642,harvest
42,42,27,82,31.05,24.24,42.98,114.29,101.21,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000082,0.0,1.0,2024-01-01,2091-06-21,24643,harvest
43,0,54,104,30.8,27.49,42.93,114.29,101.2,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000104,0.0,1.0,2024-01-01,2091-06-22,24644,harvest
76,16,58,73,30.73,25.4,42.89,114.29,101.2,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000073,0.0,1.0,2024-01-01,2091-06-23,24645,harvest
74,44,69,20,30.66,23.3,42.84,114.29,101.2,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000020,0.0,1.0,2024-01-01,2091-06-24,24646,harvest
22,2,24,87,30.74,23.5,42.68,107.15,101.19,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000087,0.0,1.0,2024-01-01,2091-06-25,24647,harvest
11,36,37,102,30.81,23.7,42.53,100.0,101.18,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000102,0.0,1.0,2024-01-01,2091-06-26,24648,harvest
53,39,21,63,30.75,24.58,42.33,96.16,101.17,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000063,0.0,1.0,2024-01-01,2091-06-27,24649,harvest
29,39,44,46,30.69,25.46,42.13,92.31,101.16,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000046,0.0,1.0,2024-01-01,2091-06-28,24650,harvest
60,44,37,102,30.67,23.88,42.52,92.31,101.16,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000102,0.0,1.0,2024-01-01,2091-06-29,24651,harvest
55,7,37,50,30.65,22.3,42.91,92.31,101.15,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000050,0.0,1.0,2024-01-01,2091-06-30,24652,harvest
70,40,49,30,30.61,23.06,42.58,103.3,101.15,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000030,0.0,1.0,2024-01-01,2091-07-01,24653,harvest
59,18,39,80,30.57,23.81,42.26,114.29,101.15,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000080,0.0,1.0,2024-01-01,2091-07-02,24654,harvest
45,12,47,28,30.11,26.52,43.23,117.15,101.14,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000028,0.0,1.0,2024-01-01,2091-07-03,24655,harvest
63,45,30,9,29.65,29.24,44.2,120.0,101.12,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000009,0.0,1.0,2024-01-01,2091-07-04,24656,harvest
40,3,36,15,29.75,25.14,44.76,110.0,101.12,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000015,0.0,1.0,2024-01-01,2091-07-05,24657,harvest
4,33,39,52,29.85,21.04,45.33,100.0,101.13,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000052,0.0,1.0,2024-01-01,2091-07-06,24658,harvest
38,6,47,27,29.53,22.26,45.83,94.44,101.12,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000027,0.0,1.0,2024-01-01,2091-07-07,24659,harvest
60,27,29,74,29.21,23.49,46.33,88.89,101.12,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000074,0.0,1.0,2024-01-01,2091-07-08,24660,harvest
28,29,39,43,29.1,20.7,46.68,87.3,101.11,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000043,0.0,1.0,2024-01-01,2091-07-09,24661,harvest
16,44,47,27,28.98,17.9,47.02,85.71,101.1,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000027,0.0,1.0,2024-01-01,2091-07-10,24662,harvest
55,42,66,21,28.93,19.22,47.31,92.85,101.1,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000021,0.0,1.0,2024-01-01,2091-07-11,24663,harvest
71,7,36,36,28.88,20.53,47.6,100.0,101.1,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000036,0.0,1.0,2024-01-01,2091-07-12,24664,harvest
52,2,62,66,28.56,22.61,48.7,102.18,101.1,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000066,0.0,1.0,2024-01-01,2091-07-13,24665,harvest
11,41,57,61,28.24,24.69,49.79,104.35,101.09,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000061,0.0,1.0,2024-01-01,2091-07-14,24666,harvest
61,2,34,90,28.06,24.82,50.56,98.33,101.08,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000090,0.0,1.0,2024-01-01,2091-07-15,24667,harvest
53,19,51,101,27.89,24.95,51.34,92.31,101.08,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000101,0.0,1.0,2024-01-01,2091-07-16,24668,harvest
52,44,60,45,27.64,23.88,51.4,94.16,101.07,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000045,0.0,1.0,2024-01-01,2091-07-17,24669,harvest
80,0,22,30,27.4,22.8,51.47,96.0,101.07,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000030,0.0,1.0,2024-01-01,2091-07-18,24670,harvest
15,33,35,3,27.48,25.61,51.56,102.54,101.06,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000003,0.0,1.0,2024-01-01,2091-07-19,24671,harvest
72,42,27,3,27.57,28.42,51.64,109.09,101.05,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000003,0.0,1.0,2024-01-01,2091-07-20,24672,harvest
10,1,36,110,27.85,23.09,50.86,102.54,101.06,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000110,0.0,1.0,2024-01-01,2091-07-21,24673,harvest
35,23,30,16,28.13,17.76,50.07,96.0,101.06,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000016,0.0,1.0,2024-01-01,2091-07-22,24674,harvest
17,15,65,47,27.98,20.6,49.69,96.0,101.06,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000047,0.0,1.0,2024-01-01,2091-07-23,24675,harvest
81,27,57,20,27.82,23.43,49.31,96.0,101.06,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000020,0.0,1.0,2024-01-01,2091-07-24,24676,harvest
5,7,30,0,27.54,20.48,50.56,89.38,101.06,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000000,0.0,1.0,2024-01-01,2091-07-25,24677,harvest
89,0,45,21,27.27,17.52,51.8,82.76,101.05,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000021,0.0,1.0,2024-01-01,2091-07-26,24678,harvest
1,26,47,31,27.28,18.08,51.56,84.24,101.06,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000031,0.0,1.0,2024-01-01,2091-07-27,24679,harvest
13,16,23,49,27.28,18.64,51.32,85.71,101.06,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000049,0.0,1.0,2024-01-01,2091-07-28,24680,harvest
68,3,21,12,27.05,19.05,51.68,89.01,101.06,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000012,0.0,1.0,2024-01-01,2091-07-29,24681,harvest
30,16,60,71,26.82,19.45,52.05,92.31,101.07,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000071,0.0,1.0,2024-01-01,2091-07-30,24682,harvest
51,40,60,63,26.52,20.82,52.92,94.16,101.07,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000063,0.0,1.0,2024-01-01,2091-07-31,24683,harvest
35,37,69,29,26.23,22.19,53.78,96.0,101.07,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000029,0.0,1.0,2024-01-01,2091-08-01,24684,harvest
35,9,39,42,26.14,21.42,54.93,88.0,101.07,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000042,0.0,1.0,2024-01-01,2091-08-02,24685,harvest
66,7,22,69,26.05,20.64,56.08,80.0,101.08,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000069,0.0,1.0,2024-01-01,2091-08-03,24686,harvest
1,41,34,96,26.05,19.13,56.12,76.37,101.07,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000096,0.0,1.0,2024-01-01,2091-08-04,24687,harvest
12,33,37,26,26.05,17.63,56.16,72.73,101.06,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000026,0.0,1.0,2024-01-01,2091-08-05,24688,harvest
1,23,53,84,26.34,20.4,55.45,82.52,101.06,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000084,0.0,1.0,2024-01-01,2091-08-06,24689,harvest
61,42,22,62,26.63,23.16,54.74,92.31,101.07,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000062,0.0,1.0,2024-01-01,2091-08-07,24690,harvest
75,16,37,61,26.2,22.05,56.26,87.54,101.07,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000061,0.0,1.0,2024-01-01,2091-08-08,24691,harvest
53,32,23,70,25.77,20.94,57.77,82.76,101.08,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000070,0.0,1.0,2024-01-01,2091-08-09,24692,harvest
8,3,40,66,25.57,19.74,58.78,78.28,101.08,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000066,0.0,1.0,2024-01-01,2091-08-10,24693,harvest
5,31,50,91,25.38,18.55,59.78,73.81,101.08,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000091,0.0,1.0,2024-01-01,2091-08-11,24694,harvest
7,16,62,108,25.18,17.36,60.79,69.34,101.08,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000108,0.0,1.0,2024-01-01,2091-08-12,24695,harvest
1,43,24,80,24.98,16.16,61.8,64.86,101.08,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000080,0.0,1.0,2024-01-01,2091-08-13,24696,harvest
26,39,26,106,24.76,14.94,62.65,75.28,101.09,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000106,0.0,1.0,2024-01-01,2091-08-14,24697,harvest
55,2,53,80,24.54,13.71,63.5,85.71,101.1,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000080,0.0,1.0,2024-01-01,2091-08-15,24698,harvest
81,24,39,58,24.54,14.18,65.18,89.01,101.1,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000058,0.0,1.0,2024-01-01,2091-08-16,24699,harvest
48,36,43,30,24.53,14.65,66.87,92.31,101.11,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000030,0.0,1.0,2024-01-01,2091-08-17,24700,harvest
7,6,38,46,24.31,14.84,68.52,87.54,101.11,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000046,0.0,1.0,2024-01-01,2091-08-18,24701,harvest
55,26,34,29,24.09,15.02,70.16,82.76,101.11,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000029,0.0,1.0,2024-01-01,2091-08-19,24702,harvest
90,15,25,73,23.6,15.12,71.95,75.66,101.12,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000073,0.0,1.0,2024-01-01,2091-08-20,24703,harvest
24,15,22,102,23.12,15.21,73.74,68.57,101.13,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000102,0.0,1.0,2024-01-01,2091-08-21,24704,harvest
35,4,49,47,22.74,14.02,75.35,67.62,101.12,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000047,0.0,1.0,2024-01-01,2091-08-22,24705,harvest
61,1,45,63,22.35,12.84,76.97,66.67,101.12,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000063,0.0,1.0,2024-01-01,2091-08-23,24706,harvest
19,2,45,58,22.06,12.66,78.26,66.67,101.12,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000058,0.0,1.0,2024-01-01,2091-08-24,24707,harvest
81,45,38,4,21.76,12.49,79.54,66.67,101.12,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000004,0.0,1.0,2024-01-01,2091-08-25,24708,harvest
23,29,20,57,21.42,11.7,81.18,60.0,101.12,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000057,0.0,1.0,2024-01-01,2091-08-26,24709,harvest
50,16,49,85,21.09,10.92,82.83,53.33,101.12,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000085,0.0,1.0,2024-01-01,2091-08-27,24710,harvest
28,44,36,3,20.93,10.6,83.62,50.66,101.14,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000003,0.0,1.0,2024-01-01,2091-08-28,24711,harvest
1,27,24,110,20.77,10.29,84.4,48.0,101.15,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000110,0.0,1.0,2024-01-01,2091-08-29,24712,harvest
57,6,47,58,20.6,10.14,85.22,45.06,101.16,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000058,0.0,1.0,2024-01-01,2091-08-30,24713,harvest
73,40,42,68,20.43,9.98,86.04,42.11,101.16,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000068,0.0,1.0,2024-01-01,2091-08-31,24714,harvest
1,42,25,13,20.3,10.94,86.75,46.58,101.16,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000013,0.0,1.0,2024-01-01,2091-09-01,24715,harvest
68,15,67,22,20.18,11.9,87.46,51.06,101.17,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000022,0.0,1.0,2024-01-01,2091-09-02,24716,harvest
64,35,65,108,20.07,11.84,88.02,52.8,101.17,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000108,0.0,1.0,2024-01-01,2091-09-03,24717,harvest
5,9,28,4,19.96,11.79,88.59,54.55,101.17,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000004,0.0,1.0,2024-01-01,2091-09-04,24718,harvest
23,18,59,42,19.89,10.93,89.19,53.94,101.18,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000042,0.0,1.0,2024-01-01,2091-09-05,24719,harvest
87,10,51,23,19.81,10.07,89.79,53.33,101.18,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000023,0.0,1.0,2024-01-01,2091-09-06,24720,harvest
46,14,68,99,19.75,10.09,90.17,59.1,101.18,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000099,0.0,1.0,2024-01-01,2091-09-07,24721,harvest
49,12,52,57,19.69,10.1,90.55,64.86,101.17,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000057,0.0,1.0,2024-01-01,2091-09-08,24722,harvest
18,24,65,42,19.61,9.8,90.94,56.92,101.18,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000042,0.0,1.0,2024-01-01,2091-09-09,24723,harvest
43,12,33,27,19.53,9.5,91.34,48.98,101.19,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000027,0.0,1.0,2024-01-01,2091-09-10,24724,harvest
54,26,55,69,19.55,10.46,91.72,50.02,101.2,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000069,0.0,1.0,2024-01-01,2091-09-11,24725,harvest
50,41,34,43,19.57,11.42,92.1,51.06,101.21,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000043,0.0,1.0,2024-01-01,2091-09-12,24726,harvest
8,37,54,71,19.54,11.68,92.26,53.44,101.22,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000071,0.0,1.0,2024-01-01,2091-09-13,24727,harvest
89,26,42,71,19.5,11.93,92.42,55.81,101.22,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000071,0.0,1.0,2024-01-01,2091-09-14,24728,harvest
65,35,66,46,19.53,12.43,92.3,64.27,101.22,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000046,0.0,1.0,2024-01-01,2091-09-15,24729,harvest
51,20,52,66,19.56,12.94,92.17,72.73,101.23,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000066,0.0,1.0,2024-01-01,2091-09-16,24730,harvest
58,10,53,81,19.56,12.07,91.84,67.14,101.24,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000081,0.0,1.0,2024-01-01,2091-09-17,24731,harvest
40,40,24,67,19.55,11.2,91.51,61.54,101.24,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000067,0.0,1.0,2024-01-01,2091-09-18,24732,harvest
51,13,33,8,19.55,10.88,91.42,60.77,101.24,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000008,0.0,1.0,2024-01-01,2091-09-19,24733,harvest
7,0,25,77,19.55,10.57,91.32,60.0,101.25,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000077,0.0,1.0,2024-01-01,2091-09-20,24734,harvest
44,17,59,2,19.52,10.18,91.44,60.0,101.26,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000002,0.0,1.0,2024-01-01,2091-09-21,24735,harvest
44,35,62,33,19.5,9.78,91.56,60.0,101.26,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000033,0.0,1.0,2024-01-01,2091-09-22,24736,harvest
68,32,60,13,19.47,9.04,91.77,56.08,101.27,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000013,0.0,1.0,2024-01-01,2091-09-23,24737,harvest
28,25,62,2,19.44,8.31,91.98,52.17,101.28,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000002,0.0,1.0,2024-01-01,2091-09-24,24738,harvest
75,32,46,70,19.42,8.43,92.28,53.36,101.28,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000070,0.0,1.0,2024-01-01,2091-09-25,24739,harvest
