soil_moisture,temperature,soil_humidity,Time,air_temp,wind_speed,air_humidity,wind_gust,pressure_kpa,ph,rainfall,nitrogen,phosphorus,potassium,Status,needs_water,status_label,client_id,timestamp,hour,dayofyear
70.0,18.0,61.0,56.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000056,0.0,1.0
40.0,26.0,70.0,37.0,33.01,7.59,44.52,18.9,101.32,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000037,0.0,1.0
56.0,7.0,54.0,59.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000059,0.0,1.0
74.0,33.0,66.0,79.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000079,0.0,1.0
14.0,37.0,42.0,63.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000063,0.0,1.0
69.0,27.0,57.0,4.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000004,0.0,1.0
48.0,29.0,45.0,17.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000017,0.0,1.0
32.0,41.0,44.0,9.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000009,0.0,1.0
49.0,40.0,47.0,7.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000007,0.0,1.0
75.0,6.0,70.0,68.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000068,0.0,1.0
24.0,13.0,35.0,80.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000080,0.0,1.0
82.0,43.0,43.0,101.0,23.6,5.45,22.23,25.24,101.21,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000101,0.0,1.0
21.0,12.0,29.0,42.0,,,,,,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000042,0.0,1.0
21.0,29.0,20.0,37.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000037,0.0,1.0
9.0,11.0,44.0,99.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000099,0.0,1.0
75.0,13.0,59.0,6.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000006,0.0,1.0
87.0,44.0,65.0,68.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000068,0.0,1.0
73.69778391177006,19.53753923503351,79.90565474924023,,18.41418617831047,,66.93927092808177,,,6.594248877643907,228.59841753285735,91.0,55.0,65.0,,0.0,,,,13.0,1.0
59.0,32.0,65.0,21.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000021,0.0,1.0
46.0,15.0,50.0,91.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000091,0.0,1.0
88.0,39.0,66.0,4.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000004,0.0,1.0
23.0,20.0,32.0,92.0,19.24,9.7,84.49,44.44,101.15,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000092,0.0,1.0
20.0,27.0,51.0,83.0,20.01,6.79,58.65,31.83,100.87,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000083,0.0,1.0
29.0,13.0,69.0,101.0,,,,,,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000101,0.0,1.0
65.0,4.0,44.0,14.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000014,0.0,1.0
58.0,38.0,70.0,37.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000037,0.0,1.0
45.0,28.0,27.0,56.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000056,0.0,1.0
77.0,35.0,57.0,76.0,22.45,13.15,62.25,63.16,101.08,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000076,0.0,1.0
61.0,10.0,68.0,73.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000073,0.0,1.0
19.0,31.0,34.0,33.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000033,0.0,1.0
1.0,6.0,69.0,17.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000017,0.0,1.0
55.0,25.0,26.0,4.0,11.9,1.41,96.0,4.5,101.42,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000004,0.0,1.0
26.0,44.0,44.0,71.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000071,0.0,1.0
25.0,6.0,50.0,85.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000085,0.0,1.0
36.0,6.0,41.0,25.0,18.64,8.09,18.7,35.0,101.23,5.843005428,103.1969341,17.0,18.0,43.0,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000025,0.0,1.0
17.0,4.0,44.0,25.0,17.64,7.75,96.0,39.34,101.02,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000025,0.0,1.0
79.0,31.0,34.0,94.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000094,0.0,1.0
48.0,24.0,64.0,99.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000099,0.0,1.0
53.0,16.0,32.0,37.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000037,0.0,1.0
54.0,35.0,42.0,53.0,18.56,9.72,96.0,22.29,100.84,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000053,0.0,1.0
35.0,4.0,32.0,85.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000085,0.0,1.0
5.0,5.0,57.0,3.0,22.69,9.75,69.76,54.55,101.35,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000003,0.0,1.0
2.0,11.0,52.0,2.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000002,0.0,1.0
68.0,12.0,39.0,70.0,16.5,4.82,90.84,10.57,101.29,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000070,0.0,1.0
54.0,10.0,62.0,44.0,35.67,5.32,13.07,18.05,101.04,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000044,0.0,1.0
3.0,15.0,60.0,27.0,23.93,10.42,70.28,51.09,101.1,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000027,0.0,1.0
19.0,32.0,31.0,20.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000020,0.0,1.0
54.0,24.0,23.0,14.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000014,0.0,1.0
20.0,9.0,38.0,62.0,18.4,11.13,96.0,23.76,100.86,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000062,0.0,1.0
45.0,37.0,39.0,105.0,25.04,20.07,65.34,85.71,101.02,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000105,0.0,1.0
52.0,4.0,38.0,73.0,22.18,10.04,64.24,45.06,100.98,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000073,0.0,1.0
13.0,8.0,43.0,3.0,22.44,5.98,45.63,30.55,101.27,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000003,0.0,1.0
51.0,28.0,29.0,78.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000078,0.0,1.0
59.0,15.0,21.0,32.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000032,0.0,1.0
50.0,17.0,53.0,53.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000053,0.0,1.0
75.0,34.0,40.0,75.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000075,0.0,1.0
12.0,1.0,68.0,68.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000068,0.0,1.0
73.0,34.0,24.0,24.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000024,0.0,1.0
49.0,24.0,49.0,50.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000050,0.0,1.0
31.0,8.0,57.0,33.0,18.62,7.11,96.0,33.32,100.79,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000033,0.0,1.0
35.0,25.0,46.0,94.0,23.51,3.98,15.27,23.68,101.28,7.4526709,69.09512477,36.0,56.0,83.0,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000094,0.0,1.0
11.0,7.0,39.0,55.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000055,0.0,1.0
81.0,0.0,51.0,71.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000071,0.0,1.0
86.0,22.0,55.0,40.0,39.79,9.22,28.35,42.11,101.04,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000040,0.0,1.0
7.0,14.0,22.0,54.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000054,0.0,1.0
83.0,31.0,31.0,37.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000037,0.0,1.0
13.0,13.0,30.0,77.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000077,0.0,1.0
12.0,38.0,23.0,27.0,19.8,4.52,62.4,21.85,101.35,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000027,0.0,1.0
84.0,6.0,46.0,26.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000026,0.0,1.0
14.0,9.0,49.0,84.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000084,0.0,1.0
70.0,22.0,25.0,72.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000072,0.0,1.0
36.0,43.0,48.0,60.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000060,0.0,1.0
73.0,19.0,42.0,21.0,18.54,8.12,19.21,46.6,101.1,6.78415271,57.79863368,33.0,57.0,17.0,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000021,0.0,1.0
4.0,31.0,68.0,16.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000016,0.0,1.0
7.0,5.0,44.0,99.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000099,0.0,1.0
4.0,24.0,52.0,34.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000034,0.0,1.0
36.0,44.0,56.0,55.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000055,0.0,1.0
81.0,6.0,60.0,30.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000030,0.0,1.0
25.0,45.0,67.0,110.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000110,0.0,1.0
27.0,24.0,70.0,32.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000032,0.0,1.0
20.0,37.0,47.0,6.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000006,0.0,1.0
65.0,33.0,54.0,58.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000058,0.0,1.0
78.0,20.0,49.0,85.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000085,0.0,1.0
68.0,34.0,41.0,104.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000104,0.0,1.0
69.0,12.0,63.0,94.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000094,0.0,1.0
18.0,2.0,26.0,5.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000005,0.0,1.0
2.0,23.0,48.0,90.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000090,0.0,1.0
88.0,13.0,44.0,39.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000039,0.0,1.0
56.82195443047555,30.870403112159728,69.84817103819837,,21.95689986769612,,69.30047097971364,,,6.266542033274104,118.06954458273266,118.0,59.0,44.0,,0.0,,,,20.0,1.0
17.0,14.0,47.0,48.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000048,0.0,1.0
72.0,14.0,49.0,17.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000017,0.0,1.0
31.0,16.0,59.0,40.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000040,0.0,1.0
67.0,17.0,24.0,8.0,26.92,16.9,40.58,80.0,100.91,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000008,0.0,1.0
36.0,30.0,51.0,68.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000068,0.0,1.0
40.0,33.0,43.0,6.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000006,0.0,1.0
68.0,21.0,22.0,15.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000015,0.0,1.0
90.0,6.0,61.0,71.0,30.05,10.36,44.68,26.88,101.21,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000071,0.0,1.0
44.0,42.0,58.0,13.0,36.85,3.66,17.66,17.08,101.21,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000013,0.0,1.0
31.0,27.0,47.0,48.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000048,0.0,1.0
49.0,3.0,25.0,49.0,16.42,0.06,96.0,1.38,100.88,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000049,0.0,1.0
47.0,8.0,31.0,61.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000061,0.0,1.0
22.0,40.0,38.0,7.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000007,0.0,1.0
21.0,28.0,31.0,41.0,36.17,14.93,3.9,72.46,101.55,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000041,0.0,1.0
26.0,25.0,47.0,92.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000092,0.0,1.0
60.0,20.0,22.0,28.0,15.97,5.59,96.0,21.33,101.07,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000028,0.0,1.0
73.0,25.0,38.0,98.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000098,0.0,1.0
45.0,13.0,70.0,44.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000044,0.0,1.0
41.0,39.0,28.0,48.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000048,0.0,1.0
8.0,3.0,60.0,4.0,20.82,7.04,78.97,36.36,100.88,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000004,0.0,1.0
10.0,12.0,42.0,45.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000045,0.0,1.0
44.0,4.0,67.0,42.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000042,0.0,1.0
59.0,32.0,46.0,51.0,22.39,10.81,78.01,54.55,100.55,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000051,0.0,1.0
4.0,8.0,57.0,87.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000087,0.0,1.0
25.0,15.0,64.0,88.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000088,0.0,1.0
9.0,39.0,38.0,103.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000103,0.0,1.0
63.0,12.0,54.0,53.0,33.78,15.14,46.37,75.0,100.99,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000053,0.0,1.0
61.0,29.0,68.0,72.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000072,0.0,1.0
33.0,16.0,41.0,68.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000068,0.0,1.0
87.0,9.0,33.0,99.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000099,0.0,1.0
55.0,24.0,67.0,6.0,22.19,2.4,76.53,10.36,100.88,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000006,0.0,1.0
64.0,35.0,42.0,103.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000103,0.0,1.0
33.0,3.0,30.0,43.0,19.18,8.52,87.56,29.0,101.02,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000043,0.0,1.0
29.320070287060258,34.54961553038092,37.448935723958975,,32.63222973299745,,37.01545107256433,,,6.00083127687788,8.596179920597303,104.0,56.0,49.0,,1.0,,,,13.0,1.0
74.0,1.0,58.0,66.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000066,0.0,1.0
14.0,42.0,45.0,58.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000058,0.0,1.0
76.0,5.0,31.0,76.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000076,0.0,1.0
51.0,34.0,56.0,97.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000097,0.0,1.0
12.0,11.0,37.0,69.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000069,0.0,1.0
5.0,44.0,64.0,93.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000093,0.0,1.0
54.0,9.0,53.0,107.0,30.5,8.96,48.92,30.52,101.16,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000107,0.0,1.0
19.0,25.0,25.0,99.0,34.75,11.8,5.0,75.0,101.58,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000099,0.0,1.0
32.0,5.0,47.0,3.0,,,,,,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000003,0.0,1.0
38.0,43.0,21.0,13.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000013,0.0,1.0
29.0,38.0,59.0,76.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000076,0.0,1.0
18.0,42.0,29.0,102.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000102,0.0,1.0
56.0,43.0,56.0,87.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000087,0.0,1.0
71.0,43.0,26.0,14.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000014,0.0,1.0
52.0,5.0,24.0,100.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000100,0.0,1.0
54.0,3.0,49.0,31.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000031,0.0,1.0
49.0,4.0,32.0,20.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000020,0.0,1.0
45.0,21.0,23.0,81.0,20.38,9.03,84.23,36.36,100.7,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000081,0.0,1.0
85.0,42.0,47.0,13.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000013,0.0,1.0
85.0,33.0,54.0,84.0,18.73,9.6,79.18,64.86,101.23,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000084,0.0,1.0
60.0,26.0,60.0,32.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000032,0.0,1.0
41.0,7.0,47.0,95.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000095,0.0,1.0
55.0,21.0,38.0,22.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000022,0.0,1.0
46.0,40.0,37.0,62.0,19.23,9.52,76.38,21.24,101.25,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000062,0.0,1.0
29.0,9.0,47.0,17.0,26.9,7.84,3.59,33.7,101.06,6.658605362,52.55730112,2.0,75.0,22.0,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000017,0.0,1.0
67.0,15.0,42.0,80.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000080,0.0,1.0
11.0,35.0,41.0,2.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000002,0.0,1.0
11.0,11.0,43.0,92.0,22.4,8.44,63.85,33.48,100.99,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000092,0.0,1.0
75.0,16.0,50.0,71.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000071,0.0,1.0
53.0,43.0,43.0,87.0,18.1,2.24,96.0,11.44,101.15,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000087,0.0,1.0
26.0,26.0,33.0,52.0,19.03,9.44,96.0,42.11,100.96,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000052,0.0,1.0
68.0,11.0,24.0,37.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000037,0.0,1.0
81.0,42.0,56.0,22.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000022,0.0,1.0
42.0,18.0,41.0,76.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000076,0.0,1.0
34.0,42.0,46.0,89.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000089,0.0,1.0
53.0,18.0,34.0,60.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000060,0.0,1.0
63.0,6.0,53.0,110.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000110,0.0,1.0
46.0,3.0,49.0,96.0,18.86,14.76,91.9,65.76,100.98,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000096,0.0,1.0
77.0,25.0,21.0,95.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000095,0.0,1.0
74.0,34.0,61.0,94.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000094,0.0,1.0
44.0,26.0,41.0,15.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000015,0.0,1.0
31.0,37.0,38.0,91.0,,,,,,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000091,0.0,1.0
19.0,9.0,36.0,33.0,,,,,,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000033,0.0,1.0
24.0,38.0,55.0,45.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000045,0.0,1.0
78.0,35.0,34.0,21.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000021,0.0,1.0
15.0,33.0,23.0,53.0,32.8,13.72,20.72,92.7,101.32,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000053,0.0,1.0
15.0,39.0,60.0,90.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000090,0.0,1.0
61.0,25.0,39.0,37.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000037,0.0,1.0
73.0,0.0,67.0,32.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000032,0.0,1.0
14.0,12.0,28.0,91.0,,,,,,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000091,0.0,1.0
81.0,34.0,52.0,98.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000098,0.0,1.0
15.0,23.0,23.0,60.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000060,0.0,1.0
47.0,29.0,52.0,96.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000096,0.0,1.0
8.0,16.0,30.0,6.0,19.6,16.52,81.42,85.71,101.24,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000006,0.0,1.0
79.0,10.0,39.0,36.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000036,0.0,1.0
46.0,20.0,36.0,70.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000070,0.0,1.0
58.0,28.0,48.0,77.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000077,0.0,1.0
27.0,4.0,22.0,14.0,18.84,10.4,93.29,21.62,101.11,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000014,0.0,1.0
63.0,11.0,59.0,0.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000000,0.0,1.0
82.0,6.0,69.0,81.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000081,0.0,1.0
62.18610852473404,28.706902438340723,66.0836291326634,,27.499828965226165,,46.848413178296596,,,6.974623048156648,75.75177089334176,100.0,53.0,52.0,,0.0,,,,17.0,1.0
77.0,22.0,37.0,58.0,17.2,4.9,96.0,19.92,101.24,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000058,0.0,1.0
12.0,16.0,39.0,90.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000090,0.0,1.0
61.0,36.0,56.0,34.0,32.9,9.87,6.14,55.53,101.35,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000034,0.0,1.0
44.0,32.0,23.0,54.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000054,0.0,1.0
15.162001534016929,41.37612961199557,15.622649263795559,,38.07258323838734,,30.0849601573874,,,6.811782083785537,2.9028367731476035,106.0,65.0,35.0,,1.0,,,,13.0,1.0
28.0,45.0,27.0,78.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000078,0.0,1.0
41.0,23.0,29.0,78.0,18.17,4.5,80.53,19.43,101.18,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000078,0.0,1.0
77.0,35.0,50.0,86.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000086,0.0,1.0
80.0,26.0,44.0,91.0,17.84,6.06,75.68,20.11,101.06,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000091,0.0,1.0
11.0,29.0,63.0,8.0,19.03,11.49,95.25,19.67,100.9,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000008,0.0,1.0
1.0,34.0,21.0,51.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000051,0.0,1.0
5.0,40.0,31.0,75.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000075,0.0,1.0
